t_id,c_id,Bank,Card_Type,Transaction_Time,Transaction_Amount_INR,Merchant_Category,Transaction_City,Device_Type,Is_International,Is_Fraud
T20254,C1430,SBI,RuPay,08-01-2025 07:24,34627.54,Clothing,Delhi,Desktop,0,0
T20255,C1390,Canara Bank,Visa,25-07-2025 04:05,4561.98,Food Delivery,Nagpur,Desktop,0,0
T20256,C1018,ICICI,RuPay,30-06-2025 20:04,28178.22,Clothing,Hyderabad,Mobile,0,0
T20257,C1036,HDFC,MasterCard,17-09-2025 08:18,46609.34,Ride Sharing,Visakhapatnam,POS,0,0
T20258,C1149,HDFC,RuPay,22-08-2025 17:31,28836.77,Pharmacy,Chandigarh,ATM,0,0
T20259,C1010,Axis,Visa,09-01-2026 18:49,26549,Travel,Kolkata,POS,0,0
T20260,C1489,SBI,Visa,03-05-2025 05:56,15630.05,Electronics,Bangalore,POS,0,0
T20261,C1237,Axis,RuPay,10-07-2025 08:39,41874.73,Pharmacy,Kolkata,Mobile,0,0
T20262,C1299,Kotak,Visa,13-09-2025 08:56,35996.39,Electronics,Singapore,Mobile,1,1
T20263,C1116,ICICI,RuPay,23-10-2025 09:16,27102.8,ATM Withdrawal,Chennai,ATM,0,0
T20264,C1480,Bank of Baroda,RuPay,28-06-2026 15:25,8257.94,Online Shopping,Chandigarh,Mobile,0,0
T20265,C1123,PNB,RuPay,16-10-2025 02:12,38856.51,Online Shopping,Mumbai,Desktop,0,0
T20266,C1348,PNB,Visa,19-10-2025 16:52,16277.74,Online Shopping,Mumbai,Mobile,0,0
T20267,C1221,Axis,RuPay,23-09-2025 08:55,26563.38,Food Delivery,Bangalore,Mobile,0,0
T20268,C1479,Canara Bank,RuPay,14-06-2025 04:32,21065.36,Grocery,Chennai,Mobile,0,0
T20269,C1321,SBI,RuPay,26-01-2025 00:44,45900.57,Electronics,Jaipur,Desktop,0,0
T20270,C1020,Kotak,Visa,30-03-2025 14:52,732.68,Fuel,Visakhapatnam,Desktop,0,0
T20271,C1489,Kotak,Visa,17-04-2026 12:15,6063.04,Pharmacy,Hyderabad,POS,0,0
T20272,C1468,Bank of Baroda,RuPay,17-11-2025 09:10,25606.04,Fuel,Bangalore,Desktop,0,0
T20273,C1232,Axis,RuPay,27-06-2025 05:45,37033.16,Online Shopping,Delhi,POS,0,0
T20274,C1313,Canara Bank,MasterCard,04-02-2026 11:02,23071.13,Fuel,Bhubaneswar,Mobile,0,0
T20275,C1196,Bank of Baroda,Visa,26-06-2025 09:43,11117.95,Clothing,Patna,POS,0,0
T20276,C1145,Axis,MasterCard,23-06-2025 16:49,27854.83,Grocery,Patna,Mobile,0,0
T20277,C1336,SBI,RuPay,26-04-2025 11:10,30315.92,Online Shopping,Delhi,ATM,0,0
T20278,C1346,ICICI,MasterCard,15-09-2025 20:35,26070.41,Clothing,Bangalore,Desktop,0,0
T20279,C1420,HDFC,RuPay,13-04-2025 04:24,30834.02,Ride Sharing,Pune,ATM,0,0
T20280,C1210,HDFC,MasterCard,15-07-2025 15:35,20681.04,Online Shopping,Chennai,POS,0,0
T20281,C1194,Canara Bank,RuPay,01-11-2025 07:31,43644.43,Pharmacy,Jaipur,Desktop,0,0
T20282,C1284,Bank of Baroda,RuPay,11-06-2026 12:25,14681.3,Clothing,Bhubaneswar,Mobile,0,0
T20283,C1274,Kotak,Visa,28-06-2026 01:25,19064.67,Online Shopping,Nagpur,ATM,0,0
T20284,C1165,Axis,MasterCard,28-02-2026 11:54,4442.09,Travel,Ahmedabad,ATM,0,0
T20285,C1254,Kotak,RuPay,08-01-2025 18:52,2419.73,Fuel,Kolkata,ATM,0,0
T20286,C1237,PNB,Visa,12-01-2026 19:04,36369.41,ATM Withdrawal,Visakhapatnam,Desktop,0,0
T20287,C1050,Bank of Baroda,MasterCard,26-11-2025 21:54,33840.04,Entertainment,Kolkata,ATM,0,0
T20288,C1249,Bank of Baroda,MasterCard,18-04-2026 06:00,43997.76,ATM Withdrawal,Chennai,Desktop,0,0
T20289,C1185,PNB,MasterCard,19-05-2026 14:13,37336.06,Electronics,Visakhapatnam,Desktop,0,0
T20290,C1353,PNB,RuPay,09-01-2026 06:14,5570.06,Online Shopping,Hyderabad,POS,0,0
T20291,C1457,Axis,MasterCard,17-01-2026 14:34,40817.33,Restaurant,Lucknow,Mobile,0,0
T20292,C1325,SBI,RuPay,04-04-2026 19:46,17691.55,Online Shopping,Bangalore,Mobile,0,0
T20293,C1469,Kotak,MasterCard,03-01-2025 00:35,35546.36,Electronics,Lucknow,Mobile,0,0
T20294,C1283,Kotak,RuPay,02-05-2026 12:01,9872.69,Entertainment,Kolkata,POS,0,0
T20295,C1080,HDFC,Visa,23-02-2026 07:34,20584.47,Electronics,Pune,Mobile,0,0
T20296,C1220,SBI,RuPay,05-05-2025 04:20,24546.81,Grocery,Visakhapatnam,Desktop,0,0
T20297,C1136,HDFC,RuPay,15-04-2025 19:19,17724.55,Electronics,Ahmedabad,Desktop,0,0
T20298,C1298,SBI,MasterCard,20-05-2025 13:23,48606.23,Grocery,Singapore,POS,1,1
T20299,C1437,ICICI,MasterCard,01-07-2025 13:21,2246.74,Grocery,Ahmedabad,ATM,0,0
T20300,C1253,HDFC,Visa,10-08-2025 03:08,30147.5,Food Delivery,Indore,ATM,0,0
T20301,C1364,Canara Bank,Visa,07-05-2026 10:55,20704.07,Travel,Ahmedabad,Mobile,0,0
T20302,C1497,Kotak,MasterCard,07-05-2025 07:34,17951.88,Entertainment,Hyderabad,Desktop,0,0
T20303,C1206,HDFC,Visa,25-03-2025 15:48,26710.84,Online Shopping,Patna,Desktop,0,0
T20304,C1176,Axis,MasterCard,08-02-2026 07:05,19398.81,Grocery,Ahmedabad,Desktop,0,0
T20305,C1361,ICICI,Visa,29-04-2026 17:03,17103.98,Travel,Kolkata,Desktop,0,0
T20306,C1407,Axis,Visa,01-02-2026 18:14,27771.04,Clothing,Chennai,Desktop,0,0
T20307,C1106,Kotak,MasterCard,07-06-2025 15:12,18875.84,Entertainment,Chandigarh,POS,0,0
T20308,C1133,Canara Bank,RuPay,15-06-2025 11:54,33781.36,Clothing,Surat,POS,0,0
T20309,C1062,HDFC,RuPay,22-10-2025 07:03,10666.47,Fuel,Visakhapatnam,ATM,0,0
T20310,C1044,ICICI,Visa,21-01-2025 21:52,15573.91,Clothing,Chennai,POS,0,0
T20311,C1412,Kotak,Visa,28-04-2026 14:23,3450.64,Electronics,Bangalore,Desktop,0,0
T20312,C1204,Kotak,MasterCard,06-03-2025 00:52,14463.98,Online Shopping,Ahmedabad,ATM,0,0
T20313,C1187,PNB,MasterCard,03-04-2026 07:43,46840.17,Grocery,Chennai,ATM,0,0
T20314,C1093,Kotak,Visa,30-06-2025 21:29,17638.07,Fuel,Chandigarh,POS,0,0
T20315,C1220,Axis,MasterCard,03-06-2026 21:22,20262.89,Restaurant,Mumbai,ATM,0,0
T20316,C1482,ICICI,RuPay,22-06-2026 15:09,27639.6,Travel,Mumbai,ATM,0,0
T20317,C1350,PNB,Visa,06-06-2026 20:06,12772.72,Electronics,Visakhapatnam,Desktop,0,0
T20318,C1019,PNB,Visa,01-02-2025 06:47,48707.71,Clothing,Mumbai,Mobile,0,0
T20319,C1113,Kotak,RuPay,31-10-2025 19:44,49905.57,Electronics,Chandigarh,Desktop,0,0
T20320,C1378,Canara Bank,RuPay,05-11-2025 17:31,46513.92,Grocery,Surat,POS,0,0
T20321,C1250,Axis,Visa,08-11-2025 21:58,42335.88,Ride Sharing,Visakhapatnam,Desktop,0,0
T20322,C1278,Kotak,Visa,08-05-2025 02:09,48472.25,Grocery,Hyderabad,POS,0,0
T20323,C1159,ICICI,Visa,18-09-2025 13:28,20611.32,Food Delivery,Bhubaneswar,ATM,0,0
T20324,C1263,Canara Bank,Visa,04-05-2026 02:57,11931.74,Food Delivery,Nagpur,Desktop,0,0
T20325,C1300,Axis,MasterCard,24-05-2026 07:19,6713.28,Food Delivery,Lucknow,Mobile,0,0
T20326,C1341,ICICI,RuPay,04-02-2026 05:33,38037.83,Pharmacy,Indore,ATM,0,0
T20327,C1030,Kotak,MasterCard,31-05-2025 05:48,83259.13,Travel,International,Mobile,1,1
T20328,C1166,Canara Bank,MasterCard,26-05-2026 21:46,22428.51,ATM Withdrawal,Lucknow,Desktop,0,0
T20329,C1042,PNB,RuPay,30-07-2025 19:29,80906.52,ATM Withdrawal,Singapore,Desktop,1,1
T20330,C1401,PNB,Visa,21-03-2025 05:28,47838.81,Clothing,Nagpur,Mobile,0,0
T20331,C1334,Kotak,RuPay,15-04-2026 07:35,31405.83,Travel,Lucknow,Mobile,0,0
T20332,C1074,Kotak,MasterCard,11-04-2025 23:08,1313.39,Restaurant,Kolkata,POS,0,0
T20333,C1094,PNB,MasterCard,16-03-2025 09:41,37129.04,Travel,Lucknow,Desktop,0,0
T20334,C1029,SBI,Visa,10-04-2025 06:46,41899.14,ATM Withdrawal,Bhubaneswar,ATM,0,0
T20335,C1080,Kotak,RuPay,06-02-2025 19:23,24744.27,ATM Withdrawal,Pune,Mobile,0,0
T20336,C1496,Bank of Baroda,Visa,14-04-2025 07:41,8223.72,Grocery,Ahmedabad,ATM,0,0
T20337,C1016,Bank of Baroda,Visa,16-12-2025 02:09,10952.85,Fuel,Pune,Mobile,0,0
T20338,C1173,HDFC,MasterCard,27-04-2026 18:45,25755.37,Grocery,Mumbai,POS,0,0
T20339,C1290,Axis,MasterCard,12-06-2026 17:58,124541.24,Electronics,Dubai,Desktop,1,1
T20340,C1320,ICICI,MasterCard,12-01-2026 07:24,21447.33,ATM Withdrawal,Surat,Mobile,0,0
T20341,C1292,Bank of Baroda,MasterCard,13-02-2025 16:44,30476.98,Pharmacy,Patna,POS,0,0
T20342,C1434,Axis,Visa,06-08-2025 22:52,26543.68,Food Delivery,Patna,ATM,0,0
T20343,C1284,Bank of Baroda,MasterCard,19-05-2026 10:23,7388.56,Entertainment,Delhi,POS,0,0
T20344,C1092,Axis,RuPay,16-02-2026 06:52,19847.34,Ride Sharing,Surat,Mobile,0,0
T20345,C1343,Kotak,RuPay,11-06-2025 02:48,32501.22,Pharmacy,Jaipur,POS,0,0
T20346,C1057,HDFC,MasterCard,08-02-2026 10:14,11366.39,Food Delivery,Surat,Mobile,0,0
T20347,C1365,HDFC,RuPay,17-11-2025 01:18,43180.67,Ride Sharing,Chennai,Mobile,0,0
T20348,C1098,Canara Bank,Visa,01-12-2025 22:52,27237.77,Restaurant,Chandigarh,Desktop,0,0
T20349,C1235,Kotak,Visa,27-03-2026 14:04,25425.96,Ride Sharing,Unknown,POS,0,1
T20350,C1288,HDFC,RuPay,07-11-2025 04:28,31077.46,Clothing,Delhi,POS,0,0
T20351,C1005,Kotak,Visa,25-09-2025 05:29,40215.29,Travel,Patna,Desktop,0,0
T20352,C1022,PNB,Visa,09-01-2026 16:30,47404.09,Clothing,Visakhapatnam,Desktop,0,0
T20353,C1124,Kotak,MasterCard,16-03-2026 03:06,1755.62,Travel,Bangalore,ATM,0,0
T20354,C1094,ICICI,RuPay,16-01-2025 11:58,34354.24,Fuel,Dubai,ATM,1,1
T20355,C1413,Kotak,MasterCard,16-04-2025 00:49,26944.76,Grocery,Jaipur,Mobile,0,0
T20356,C1016,SBI,Visa,07-09-2025 07:19,24384.16,Restaurant,Chennai,ATM,0,0
T20357,C1117,HDFC,MasterCard,13-12-2025 10:28,34661.31,Clothing,Hyderabad,POS,0,0
T20358,C1372,Canara Bank,MasterCard,15-08-2025 15:37,42064.62,ATM Withdrawal,Dubai,ATM,1,1
T20359,C1247,PNB,Visa,10-10-2025 10:44,15752.27,Grocery,Bhubaneswar,POS,0,0
T20360,C1073,Kotak,MasterCard,01-12-2025 12:44,31562.18,Fuel,Mumbai,Mobile,0,0
T20361,C1299,ICICI,RuPay,31-12-2025 02:10,17873.85,Grocery,Jaipur,Mobile,0,0
T20362,C1185,Kotak,Visa,26-05-2025 02:03,31673.44,Restaurant,Indore,Mobile,0,0
T20363,C1325,Axis,MasterCard,10-08-2025 08:43,36989.63,Entertainment,Patna,ATM,0,0
T20364,C1452,Canara Bank,RuPay,01-09-2025 12:33,35226.04,Clothing,Mumbai,POS,0,0
T20365,C1455,Canara Bank,MasterCard,20-06-2025 23:42,7582.95,Pharmacy,Bhubaneswar,ATM,0,0
T20366,C1073,Kotak,RuPay,19-02-2026 03:14,46477.52,Fuel,Lucknow,Desktop,0,0
T20367,C1473,HDFC,RuPay,14-06-2026 03:13,3721.35,Restaurant,Patna,Desktop,0,0
T20368,C1396,Bank of Baroda,RuPay,27-02-2026 16:38,49373.74,Electronics,Bhubaneswar,ATM,0,0
T20369,C1011,ICICI,RuPay,21-08-2025 11:26,13829.81,Fuel,Hyderabad,POS,0,0
T20370,C1102,Kotak,RuPay,28-05-2026 22:12,10954.8,Food Delivery,Kolkata,Mobile,0,0
T20371,C1307,SBI,Visa,24-05-2025 05:47,36707.77,Electronics,Ahmedabad,Desktop,0,0
T20372,C1328,SBI,RuPay,08-06-2026 13:42,302.25,Clothing,Chennai,Mobile,0,0
T20373,C1332,Canara Bank,MasterCard,04-06-2025 12:56,16371.17,ATM Withdrawal,Patna,Desktop,0,0
T20374,C1044,PNB,MasterCard,08-05-2025 01:42,43172.08,ATM Withdrawal,Mumbai,ATM,0,0
T20375,C1028,Bank of Baroda,RuPay,07-07-2025 03:43,61195.92,Ride Sharing,Dubai,Desktop,1,1
T20376,C1271,HDFC,MasterCard,25-04-2025 02:10,979.14,Clothing,Delhi,ATM,0,0
T20377,C1169,Axis,RuPay,08-09-2025 13:44,32885.1,ATM Withdrawal,Chennai,Desktop,0,0
T20378,C1158,Canara Bank,RuPay,03-06-2026 01:07,38177.26,Fuel,Nagpur,Desktop,0,0
T20379,C1004,Canara Bank,Visa,17-01-2026 01:44,47049.95,Food Delivery,Visakhapatnam,Desktop,0,0
T20380,C1479,SBI,RuPay,20-04-2025 15:49,20072.16,Restaurant,Ahmedabad,Mobile,0,0
T20381,C1132,PNB,RuPay,13-02-2025 19:29,10286.69,Restaurant,Visakhapatnam,POS,0,0
T20382,C1363,Axis,MasterCard,22-06-2026 05:04,26448.48,Pharmacy,Hyderabad,POS,0,0
T20383,C1108,PNB,Visa,09-04-2026 05:07,45056.44,Electronics,Bhubaneswar,Mobile,0,0
T20384,C1116,Bank of Baroda,MasterCard,17-02-2025 15:38,33726.9,Online Shopping,Chandigarh,POS,0,0
T20385,C1123,Axis,MasterCard,23-01-2025 08:39,1087.22,Travel,Jaipur,Desktop,0,0
T20386,C1255,Axis,RuPay,07-07-2026 19:25,32153.35,Restaurant,Indore,ATM,0,0
T20387,C1169,SBI,MasterCard,14-07-2025 15:00,41150.35,Travel,Chennai,POS,0,0
T20388,C1023,Canara Bank,Visa,21-08-2025 20:22,121682.56,Online Shopping,Dubai,POS,1,1
T20389,C1467,SBI,Visa,05-08-2025 17:00,40260.77,Fuel,Kolkata,POS,0,0
T20390,C1349,Bank of Baroda,Visa,02-01-2026 00:06,4922.54,Online Shopping,Bhubaneswar,Desktop,0,0
T20391,C1016,Axis,Visa,13-04-2026 14:36,44103.47,Food Delivery,Chandigarh,Mobile,0,0
T20392,C1220,HDFC,RuPay,28-01-2025 13:54,25263.81,Grocery,Chennai,Mobile,0,0
T20393,C1249,ICICI,RuPay,19-08-2025 11:05,43934.68,Online Shopping,Delhi,Mobile,0,0
T20394,C1377,HDFC,RuPay,11-05-2025 07:56,34285.26,Clothing,Ahmedabad,ATM,0,0
T20395,C1497,Axis,RuPay,26-02-2025 07:24,48526.01,Electronics,Bhubaneswar,Desktop,0,0
T20396,C1494,SBI,Visa,28-05-2026 08:00,809.6,Entertainment,Hyderabad,Mobile,0,0
T20397,C1021,Canara Bank,RuPay,25-10-2025 04:28,13397.04,Fuel,Bhubaneswar,Desktop,0,0
T20398,C1367,Kotak,MasterCard,18-05-2026 15:40,49118.95,Online Shopping,Indore,Desktop,0,0
T20399,C1389,Bank of Baroda,MasterCard,29-01-2026 05:08,19179.63,Restaurant,Indore,Mobile,0,0
T20400,C1312,Bank of Baroda,Visa,24-06-2025 02:26,46317.86,Travel,Visakhapatnam,Mobile,0,0
T20401,C1350,Canara Bank,RuPay,05-03-2025 05:11,110244.62,Food Delivery,Dubai,Desktop,1,1
T20402,C1240,PNB,RuPay,28-11-2025 16:21,23699.83,Entertainment,Kolkata,ATM,0,0
T20403,C1499,Kotak,RuPay,20-06-2025 17:03,17792.39,Food Delivery,Chandigarh,Desktop,0,0
T20404,C1134,Canara Bank,RuPay,22-02-2025 10:13,46201.18,Clothing,Ahmedabad,ATM,0,0
T20405,C1387,PNB,RuPay,20-02-2026 13:49,49970.59,Travel,Ahmedabad,POS,0,0
T20406,C1338,Canara Bank,Visa,24-09-2025 08:41,33700.44,Food Delivery,Ahmedabad,Mobile,0,0
T20407,C1219,HDFC,MasterCard,23-08-2025 10:43,18120.06,Restaurant,Chandigarh,Desktop,0,0
T20408,C1267,Kotak,MasterCard,01-10-2025 04:11,18270.48,Food Delivery,Bangalore,Mobile,0,0
T20409,C1057,Canara Bank,RuPay,20-07-2025 06:13,14560.48,Pharmacy,Chandigarh,POS,0,0
T20410,C1187,Canara Bank,RuPay,07-07-2026 13:03,7536.53,Food Delivery,Visakhapatnam,POS,0,0
T20411,C1129,SBI,RuPay,30-03-2026 11:16,26193.14,Travel,Bhubaneswar,Mobile,0,0
T20412,C1367,Kotak,MasterCard,20-02-2026 11:06,2933.85,Fuel,Jaipur,POS,0,0
T20413,C1439,HDFC,Visa,13-07-2025 06:17,4611.87,Restaurant,Surat,ATM,0,0
T20414,C1192,PNB,Visa,31-07-2025 12:02,46029.97,Ride Sharing,Bhubaneswar,Desktop,0,0
T20415,C1180,Axis,MasterCard,25-10-2025 01:00,32426.89,ATM Withdrawal,Indore,POS,0,0
T20416,C1297,PNB,Visa,27-03-2026 10:03,48885.56,Food Delivery,Pune,POS,0,0
T20417,C1201,Bank of Baroda,MasterCard,28-08-2025 21:34,4042.96,Food Delivery,Delhi,Mobile,0,0
T20418,C1223,Bank of Baroda,MasterCard,20-03-2025 12:06,46756.19,Restaurant,Surat,Mobile,0,0
T20419,C1422,SBI,RuPay,17-11-2025 06:44,24588.94,Travel,Chandigarh,POS,0,0
T20420,C1169,Bank of Baroda,MasterCard,20-10-2025 11:50,46292.64,Electronics,Mumbai,Mobile,0,0
T20421,C1288,Canara Bank,Visa,10-06-2025 17:10,84602.6,Food Delivery,Unknown,POS,0,1
T20422,C1431,ICICI,MasterCard,02-06-2026 18:41,109831.93,Grocery,Singapore,POS,1,1
T20423,C1095,Kotak,RuPay,22-08-2025 08:57,9553.01,Fuel,Patna,Mobile,0,0
T20424,C1284,Bank of Baroda,RuPay,16-08-2025 22:47,12788.44,Online Shopping,Chandigarh,Mobile,0,0
T20425,C1223,Kotak,MasterCard,12-08-2025 10:33,12463.7,Travel,Lucknow,POS,0,0
T20426,C1237,Canara Bank,RuPay,07-02-2025 22:39,26865.61,ATM Withdrawal,Pune,POS,0,0
T20427,C1284,SBI,RuPay,24-09-2025 07:34,10053.29,Clothing,Patna,Mobile,0,0
T20428,C1165,SBI,MasterCard,24-01-2026 04:14,20475.98,Travel,Delhi,ATM,0,0
T20429,C1303,Canara Bank,MasterCard,01-08-2025 06:56,35542.28,Ride Sharing,Pune,ATM,0,0
T20430,C1327,HDFC,Visa,29-05-2025 10:43,2932.93,Restaurant,Pune,Mobile,0,0
T20431,C1287,ICICI,MasterCard,11-03-2026 04:50,9049.27,Travel,Nagpur,Desktop,0,0
T20432,C1105,HDFC,MasterCard,03-06-2025 15:58,7331.49,Electronics,Hyderabad,POS,0,0
T20433,C1131,Canara Bank,RuPay,08-03-2025 15:39,20763.82,Online Shopping,Mumbai,POS,0,0
T20434,C1150,Axis,RuPay,11-02-2025 06:18,2135.74,Clothing,Chennai,POS,0,0
T20435,C1077,Axis,MasterCard,14-08-2025 10:05,16253.4,Grocery,Jaipur,Desktop,0,0
T20436,C1279,HDFC,Visa,04-10-2025 16:33,32057.12,Pharmacy,Chennai,POS,0,0
T20437,C1058,SBI,MasterCard,15-06-2026 06:55,21521.43,Electronics,Hyderabad,POS,0,0
T20438,C1178,SBI,MasterCard,23-04-2026 18:38,26340.46,Electronics,Visakhapatnam,POS,0,0
T20439,C1276,HDFC,Visa,19-12-2025 23:30,43206.41,Restaurant,Jaipur,ATM,0,0
T20440,C1297,HDFC,Visa,17-07-2025 11:07,28960.45,Clothing,Ahmedabad,POS,0,0
T20441,C1230,Canara Bank,Visa,21-04-2025 20:09,2550.28,Clothing,Lucknow,Desktop,0,0
T20442,C1035,Canara Bank,Visa,11-05-2025 05:46,39396.92,Ride Sharing,Bangalore,Mobile,0,0
T20443,C1211,ICICI,MasterCard,28-04-2025 12:10,86737.42,ATM Withdrawal,International,Desktop,1,1
T20444,C1184,ICICI,RuPay,25-02-2025 12:17,36394.81,Electronics,Bhubaneswar,Desktop,0,0
T20445,C1054,Axis,Visa,04-01-2025 14:33,15204.01,Restaurant,Nagpur,ATM,0,0
T20446,C1291,SBI,RuPay,16-07-2025 22:48,16247.36,Fuel,Bangalore,Desktop,0,0
T20447,C1065,Axis,RuPay,24-05-2025 23:18,20215.74,Entertainment,Lucknow,POS,0,0
T20448,C1352,Axis,Visa,11-03-2025 04:09,122918.57,Restaurant,Unknown,POS,0,1
T20449,C1056,Kotak,RuPay,12-07-2025 08:47,21228.94,Electronics,Kolkata,Mobile,0,0
T20450,C1401,SBI,Visa,29-04-2026 10:19,11734.2,Electronics,Pune,Desktop,0,0
T20451,C1089,Kotak,MasterCard,13-03-2025 10:00,10784.24,Electronics,Mumbai,ATM,0,0
T20452,C1210,Bank of Baroda,Visa,07-03-2026 23:34,587.75,Electronics,Hyderabad,POS,0,0
T20453,C1176,ICICI,Visa,18-04-2025 19:38,33956.35,Travel,Visakhapatnam,POS,0,0
T20454,C1001,Canara Bank,Visa,15-05-2026 13:22,35444.46,Pharmacy,Patna,Desktop,0,0
T20455,C1433,PNB,MasterCard,20-02-2025 06:32,9991.99,Electronics,Delhi,Desktop,0,0
T20456,C1395,Canara Bank,Visa,01-03-2026 08:47,40177.03,Fuel,Hyderabad,Desktop,0,0
T20457,C1302,ICICI,MasterCard,08-02-2025 10:21,41631.21,Online Shopping,Surat,Desktop,0,0
T20458,C1410,Kotak,Visa,29-06-2026 16:41,3448.2,Travel,Bangalore,POS,0,0
T20459,C1294,SBI,MasterCard,04-03-2026 21:31,28102.21,Food Delivery,Surat,ATM,0,0
T20460,C1044,Axis,RuPay,02-04-2026 09:21,41297.18,Food Delivery,Patna,Desktop,0,0
T20461,C1486,HDFC,MasterCard,28-04-2026 23:40,83576.89,Online Shopping,International,ATM,1,1
T20462,C1109,HDFC,MasterCard,17-03-2026 08:54,22901.33,Online Shopping,Lucknow,ATM,0,0
T20463,C1138,ICICI,RuPay,27-03-2026 22:39,14641.98,Pharmacy,Mumbai,ATM,0,0
T20464,C1021,Bank of Baroda,Visa,27-04-2026 07:49,6079.5,Online Shopping,Ahmedabad,Desktop,0,0
T20465,C1455,Bank of Baroda,MasterCard,31-08-2025 05:41,18150.56,Pharmacy,Chennai,Desktop,0,0
T20466,C1200,SBI,Visa,05-01-2026 00:10,42844.39,Restaurant,Pune,Mobile,0,0
T20467,C1377,PNB,RuPay,29-06-2025 00:58,28284.73,Electronics,Surat,ATM,0,0
T20468,C1319,PNB,MasterCard,09-04-2025 07:53,33332.1,Fuel,Jaipur,Desktop,0,0
T20469,C1192,SBI,RuPay,21-09-2025 11:18,33075.15,Pharmacy,Lucknow,ATM,0,0
T20470,C1349,HDFC,RuPay,22-09-2025 20:31,2896.13,Online Shopping,Kolkata,ATM,0,0
T20471,C1383,Canara Bank,Visa,15-08-2025 13:42,44560.91,Clothing,Visakhapatnam,ATM,0,0
T20472,C1073,Axis,RuPay,10-04-2025 18:08,47651.13,ATM Withdrawal,Kolkata,Mobile,0,0
T20473,C1143,Axis,MasterCard,13-10-2025 14:32,37381.32,Entertainment,Hyderabad,Mobile,0,0
T20474,C1346,Bank of Baroda,MasterCard,03-11-2025 08:19,32457.5,Ride Sharing,Indore,Desktop,0,0
T20475,C1253,SBI,RuPay,19-05-2026 01:30,16243.9,Clothing,Jaipur,POS,0,0
T20476,C1157,ICICI,RuPay,27-05-2025 04:58,40381.63,Fuel,Visakhapatnam,Mobile,0,0
T20477,C1184,ICICI,MasterCard,04-03-2026 15:21,48575.36,Fuel,Lucknow,ATM,0,0
T20478,C1348,Kotak,MasterCard,24-05-2025 16:58,46405.97,Online Shopping,Patna,Desktop,0,0
T20479,C1465,Canara Bank,RuPay,08-10-2025 17:24,13379.09,Online Shopping,Nagpur,POS,0,0
T20480,C1240,Bank of Baroda,Visa,18-08-2025 04:46,7645.91,Fuel,Mumbai,ATM,0,0
T20481,C1322,HDFC,MasterCard,22-09-2025 03:22,26490.7,Pharmacy,Chandigarh,Mobile,0,0
T20482,C1135,Axis,Visa,31-01-2025 02:18,17715.03,Entertainment,Lucknow,Mobile,0,0
T20483,C1476,Kotak,Visa,03-07-2026 20:30,41728.28,Food Delivery,Indore,POS,0,0
T20484,C1481,PNB,MasterCard,11-06-2026 09:57,38741.77,Online Shopping,Bangalore,ATM,0,0
T20485,C1073,Bank of Baroda,RuPay,03-09-2025 06:36,43257.64,Fuel,Bhubaneswar,POS,0,0
T20486,C1034,SBI,RuPay,05-06-2025 03:23,34111.19,Food Delivery,Patna,POS,0,0
T20487,C1140,ICICI,Visa,25-02-2026 18:12,20213.85,Travel,Indore,POS,0,0
T20488,C1380,Bank of Baroda,MasterCard,31-12-2025 12:07,44921.93,Restaurant,Bangalore,ATM,0,0
T20489,C1309,Kotak,RuPay,22-03-2026 21:39,35615.45,Travel,Jaipur,POS,0,0
T20490,C1454,HDFC,MasterCard,14-08-2025 04:35,18019.1,Grocery,Bangalore,Mobile,0,0
T20491,C1391,ICICI,MasterCard,30-03-2025 17:17,10958.7,Fuel,Patna,Mobile,0,0
T20492,C1056,Canara Bank,Visa,21-11-2025 13:12,2028.29,Fuel,Mumbai,Desktop,0,0
T20493,C1406,Axis,MasterCard,30-08-2025 01:17,28444.17,ATM Withdrawal,Visakhapatnam,Mobile,0,0
T20494,C1217,PNB,Visa,12-06-2025 08:59,1467.21,Food Delivery,Hyderabad,Desktop,0,0
T20495,C1262,Bank of Baroda,Visa,12-06-2026 14:07,29266.75,Food Delivery,Delhi,Mobile,0,0
T20496,C1328,Canara Bank,RuPay,28-09-2025 09:48,32908.4,Restaurant,Patna,ATM,0,0
T20497,C1057,Bank of Baroda,Visa,27-11-2025 13:42,9577.29,Fuel,Surat,POS,0,0
T20498,C1404,Axis,MasterCard,25-02-2025 16:04,875.68,Travel,Visakhapatnam,Desktop,0,0
T20499,C1368,SBI,Visa,29-06-2026 10:10,46001.27,Clothing,Kolkata,POS,0,0
T20500,C1382,Kotak,RuPay,01-11-2025 07:36,41781.37,Clothing,Kolkata,POS,0,0
T20501,C1022,ICICI,RuPay,16-02-2026 16:41,49573.84,Clothing,Patna,ATM,0,0
T20502,C1439,ICICI,MasterCard,22-01-2025 09:33,38647.17,Pharmacy,Surat,ATM,0,0
T20503,C1420,ICICI,Visa,02-03-2025 06:01,39747.75,Entertainment,Patna,Desktop,0,0
T20504,C1010,Axis,RuPay,05-01-2026 20:51,10503.99,Fuel,Chandigarh,ATM,0,0
T20505,C1223,ICICI,Visa,18-06-2026 07:48,8089.7,Grocery,Chandigarh,Mobile,0,0
T20506,C1498,HDFC,MasterCard,05-06-2025 20:26,1428.78,Grocery,Chandigarh,POS,0,0
T20507,C1286,Canara Bank,MasterCard,22-02-2026 03:01,42932.97,Food Delivery,Delhi,POS,0,0
